B,p10,Minit,Mniint,max_LC,skew,CV_LC,mad,
10,200,8.5,4,3.565e+43,1.9782,1.0754,6.2897e+42
10,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
10,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
10,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
10,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
10,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
10,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
10,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
10,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
10,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
10,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
10,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
10,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
10,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
10,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
10,200,10,5,4.0835e+43,1.8803,1.0286,6.717e+42
10,200,10,6,5.1997e+43,1.948,1.0616,9.2229e+42
10,200,10,7,6.3727e+43,2.0096,1.0894,1.1623e+43
10,200,11,1,4.1516e+42,1.5257,0.67251,1.5763e+41
10,200,11,2,1.0757e+43,1.5788,0.80399,9.1042e+41
10,200,11,3,1.866e+43,1.6518,0.88115,2.1419e+42
10,200,11,4,2.7503e+43,1.7217,0.93519,3.6595e+42
10,200,11,5,3.7095e+43,1.7861,0.97661,5.533e+42
10,200,11,6,4.7308e+43,1.8451,1.0101,7.5503e+42
10,200,11,7,5.8061e+43,1.8995,1.0383,9.6599e+42
10,200,11.5,1,3.944e+42,1.5268,0.64795,1.1095e+41
10,200,11.5,2,1.0242e+43,1.5615,0.77853,7.903e+41
10,200,11.5,3,1.7794e+43,1.6246,0.85595,1.7854e+42
10,200,11.5,4,2.6255e+43,1.6876,0.91034,3.3211e+42
10,200,11.5,5,3.5441e+43,1.7468,0.95206,4.9392e+42
10,200,11.5,6,4.523e+43,1.8017,0.98583,6.9618e+42
10,200,11.5,7,5.5545e+43,1.8527,1.0142,8.985e+42
10,200,12,1,3.7535e+42,1.532,0.62485,8.2543e+40
10,200,12,2,9.7689e+42,1.5481,0.75418,6.7364e+41
10,200,12,3,1.6995e+43,1.6016,0.8317,1.5925e+42
10,200,12,4,2.5102e+43,1.6579,0.88638,2.7981e+42
10,200,12,5,3.391e+43,1.7121,0.92837,4.3693e+42
10,200,12,6,4.331e+43,1.7629,0.96237,6.1004e+42
10,200,12,7,5.3219e+43,1.8105,0.99091,8.0422e+42
10,200,13,1,3.4164e+42,1.5544,0.58277,4.224e+40
10,200,13,2,8.9267e+42,1.5311,0.7086,4.4126e+41
10,200,13,3,1.5569e+43,1.5663,0.78589,1.2231e+42
10,200,13,4,2.3039e+43,1.6101,0.84092,2.302e+42
10,200,13,5,3.1174e+43,1.6545,0.88335,3.5298e+42
10,200,13,6,3.9866e+43,1.6976,0.91777,5.0121e+42
10,200,13,7,4.9041e+43,1.7387,0.94666,6.8717e+42
12,200,8,1,5.92e+42,1.6218,0.85351,5.8838e+41
12,200,8,2,1.507e+43,1.7962,0.9827,2.2988e+42
12,200,8,3,2.5858e+43,1.9365,1.0561,4.5204e+42
12,200,8,4,3.7799e+43,2.0524,1.1073,7.1528e+42
12,200,8,5,5.065e+43,2.1515,1.1468,9.9393e+42
12,200,8,6,6.4243e+43,2.2384,1.1789,1.2813e+43
12,200,8,7,7.8472e+43,2.3161,1.2061,1.6087e+43
12,200,8.5,1,5.5428e+42,1.5904,0.81901,4.9331e+41
12,200,8.5,2,1.4161e+43,1.7425,0.94941,1.999e+42
12,200,8.5,3,2.4349e+43,1.8706,1.0236,4.0549e+42
12,200,8.5,4,3.565e+43,1.9782,1.0754,6.2897e+42
12,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
12,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
12,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
12,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
12,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
12,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
12,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
12,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
12,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
12,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
12,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
12,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
12,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
12,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
12,200,10,5,4.0835e+43,1.8803,1.0286,6.717e+42
12,200,10,6,5.1997e+43,1.948,1.0616,9.2229e+42
12,200,10,7,6.3727e+43,2.0096,1.0894,1.1623e+43
12,200,11,1,4.1516e+42,1.5257,0.67251,1.5763e+41
12,200,11,2,1.0757e+43,1.5788,0.80399,9.1042e+41
12,200,11,3,1.866e+43,1.6518,0.88115,2.1419e+42
12,200,11,4,2.7503e+43,1.7217,0.93519,3.6595e+42
12,200,11,5,3.7095e+43,1.7861,0.97661,5.533e+42
12,200,11,6,4.7308e+43,1.8451,1.0101,7.5503e+42
12,200,11,7,5.8061e+43,1.8995,1.0383,9.6599e+42
12,200,11.5,1,3.944e+42,1.5268,0.64795,1.1095e+41
12,200,11.5,2,1.0242e+43,1.5615,0.77853,7.903e+41
12,200,11.5,3,1.7794e+43,1.6246,0.85595,1.7854e+42
12,200,11.5,4,2.6255e+43,1.6876,0.91034,3.3211e+42
12,200,11.5,5,3.5441e+43,1.7468,0.95206,4.9392e+42
12,200,11.5,6,4.523e+43,1.8017,0.98583,6.9618e+42
12,200,11.5,7,5.5545e+43,1.8527,1.0142,8.985e+42
12,200,12,1,3.7535e+42,1.532,0.62485,8.2543e+40
12,200,12,2,9.7689e+42,1.5481,0.75418,6.7364e+41
12,200,12,3,1.6995e+43,1.6016,0.8317,1.5925e+42
12,200,12,4,2.5102e+43,1.6579,0.88638,2.7981e+42
12,200,12,5,3.391e+43,1.7121,0.92837,4.3693e+42
12,200,12,6,4.331e+43,1.7629,0.96237,6.1004e+42
12,200,12,7,5.3219e+43,1.8105,0.99091,8.0422e+42
12,200,13,1,3.4164e+42,1.5544,0.58277,4.224e+40
12,200,13,2,8.9267e+42,1.5311,0.7086,4.4126e+41
12,200,13,3,1.5569e+43,1.5663,0.78589,1.2231e+42
12,200,13,4,2.3039e+43,1.6101,0.84092,2.302e+42
12,200,13,5,3.1174e+43,1.6545,0.88335,3.5298e+42
12,200,13,6,3.9866e+43,1.6976,0.91777,5.0121e+42
12,200,13,7,4.9041e+43,1.7387,0.94666,6.8717e+42
15,200,8,1,5.92e+42,1.6218,0.85351,5.8838e+41
15,200,8,2,1.507e+43,1.7962,0.9827,2.2988e+42
15,200,8,3,2.5858e+43,1.9365,1.0561,4.5204e+42
15,200,8,4,3.7799e+43,2.0524,1.1073,7.1528e+42
15,200,8,5,5.065e+43,2.1515,1.1468,9.9393e+42
15,200,8,6,6.4243e+43,2.2384,1.1789,1.2813e+43
15,200,8,7,7.8472e+43,2.3161,1.2061,1.6087e+43
15,200,8.5,1,5.5428e+42,1.5904,0.81901,4.9331e+41
15,200,8.5,2,1.4161e+43,1.7425,0.94941,1.999e+42
15,200,8.5,3,2.4349e+43,1.8706,1.0236,4.0549e+42
15,200,8.5,4,3.565e+43,1.9782,1.0754,6.2897e+42
15,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
15,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
15,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
15,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
15,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
15,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
15,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
15,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
15,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
15,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
15,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
15,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
15,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
15,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
15,200,10,5,4.0835e+43,1.8803,1.0286,6.717e+42
15,200,10,6,5.1997e+43,1.948,1.0616,9.2229e+42
15,200,10,7,6.3727e+43,2.0096,1.0894,1.1623e+43
15,200,11,1,4.1516e+42,1.5257,0.67251,1.5763e+41
15,200,11,2,1.0757e+43,1.5788,0.80399,9.1042e+41
15,200,11,3,1.866e+43,1.6518,0.88115,2.1419e+42
15,200,11,4,2.7503e+43,1.7217,0.93519,3.6595e+42
15,200,11,5,3.7095e+43,1.7861,0.97661,5.533e+42
15,200,11,6,4.7308e+43,1.8451,1.0101,7.5503e+42
15,200,11,7,5.8061e+43,1.8995,1.0383,9.6599e+42
15,200,11.5,1,3.944e+42,1.5268,0.64795,1.1095e+41
15,200,11.5,2,1.0242e+43,1.5615,0.77853,7.903e+41
15,200,11.5,3,1.7794e+43,1.6246,0.85595,1.7854e+42
15,200,11.5,4,2.6255e+43,1.6876,0.91034,3.3211e+42
15,200,11.5,5,3.5441e+43,1.7468,0.95206,4.9392e+42
15,200,11.5,6,4.523e+43,1.8017,0.98583,6.9618e+42
15,200,11.5,7,5.5545e+43,1.8527,1.0142,8.985e+42
15,200,12,1,3.7535e+42,1.532,0.62485,8.2543e+40
15,200,12,2,9.7689e+42,1.5481,0.75418,6.7364e+41
15,200,12,3,1.6995e+43,1.6016,0.8317,1.5925e+42
15,200,12,4,2.5102e+43,1.6579,0.88638,2.7981e+42
15,200,12,5,3.391e+43,1.7121,0.92837,4.3693e+42
15,200,12,6,4.331e+43,1.7629,0.96237,6.1004e+42
15,200,12,7,5.3219e+43,1.8105,0.99091,8.0422e+42
15,200,13,1,3.4164e+42,1.5544,0.58277,4.224e+40
15,200,13,2,8.9267e+42,1.5311,0.7086,4.4126e+41
15,200,13,3,1.5569e+43,1.5663,0.78589,1.2231e+42
15,200,13,4,2.3039e+43,1.6101,0.84092,2.302e+42
15,200,13,5,3.1174e+43,1.6545,0.88335,3.5298e+42
15,200,13,6,3.9866e+43,1.6976,0.91777,5.0121e+42
15,200,13,7,4.9041e+43,1.7387,0.94666,6.8717e+42
20,200,8,1,5.92e+42,1.6218,0.85351,5.8838e+41
20,200,8,2,1.507e+43,1.7962,0.9827,2.2988e+42
20,200,8,3,2.5858e+43,1.9365,1.0561,4.5204e+42
20,200,8,4,3.7799e+43,2.0524,1.1073,7.1528e+42
20,200,8,5,5.065e+43,2.1515,1.1468,9.9393e+42
20,200,8,6,6.4243e+43,2.2384,1.1789,1.2813e+43
20,200,8,7,7.8472e+43,2.3161,1.2061,1.6087e+43
20,200,8.5,1,5.5428e+42,1.5904,0.81901,4.9331e+41
20,200,8.5,2,1.4161e+43,1.7425,0.94941,1.999e+42
20,200,8.5,3,2.4349e+43,1.8706,1.0236,4.0549e+42
20,200,8.5,4,3.565e+43,1.9782,1.0754,6.2897e+42
20,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
20,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
20,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
20,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
20,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
20,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
20,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
20,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
20,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
20,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
20,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
20,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
20,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
20,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
20,200,10,5,4.0835e+43,1.8803,1.0286,6.717e+42
20,200,10,6,5.1997e+43,1.948,1.0616,9.2229e+42
20,200,10,7,6.3727e+43,2.0096,1.0894,1.1623e+43
20,200,11,1,4.1516e+42,1.5257,0.67251,1.5763e+41
20,200,11,2,1.0757e+43,1.5788,0.80399,9.1042e+41
20,200,11,3,1.866e+43,1.6518,0.88115,2.1419e+42
20,200,11,4,2.7503e+43,1.7217,0.93519,3.6595e+42
20,200,11,5,3.7095e+43,1.7861,0.97661,5.533e+42
20,200,11,6,4.7308e+43,1.8451,1.0101,7.5503e+42
20,200,11,7,5.8061e+43,1.8995,1.0383,9.6599e+42
20,200,11.5,1,3.944e+42,1.5268,0.64795,1.1095e+41
20,200,11.5,2,1.0242e+43,1.5615,0.77853,7.903e+41
20,200,11.5,3,1.7794e+43,1.6246,0.85595,1.7854e+42
20,200,11.5,4,2.6255e+43,1.6876,0.91034,3.3211e+42
20,200,11.5,5,3.5441e+43,1.7468,0.95206,4.9392e+42
20,200,11.5,6,4.523e+43,1.8017,0.98583,6.9618e+42
20,200,11.5,7,5.5545e+43,1.8527,1.0142,8.985e+42
20,200,12,1,3.7535e+42,1.532,0.62485,8.2543e+40
20,200,12,2,9.7689e+42,1.5481,0.75418,6.7364e+4120,200,12,3,1.6995e+43,1.6016,0.8317,1.5925e+42
20,200,12,4,2.5102e+43,1.6579,0.88638,2.7981e+42
20,200,12,5,3.391e+43,1.7121,0.92837,4.3693e+42
20,200,12,6,4.331e+43,1.7629,0.96237,6.1004e+42
20,200,12,7,5.3219e+43,1.8105,0.99091,8.0422e+42
20,200,13,1,3.4164e+42,1.5544,0.58277,4.224e+40
20,200,13,2,8.9267e+42,1.5311,0.7086,4.4126e+41
20,200,13,3,1.5569e+43,1.5663,0.78589,1.2231e+42
20,200,13,4,2.3039e+43,1.6101,0.84092,2.302e+42
20,200,13,5,3.1174e+43,1.6545,0.88335,3.5298e+42
20,200,13,6,3.9866e+43,1.6976,0.91777,5.0121e+42
20,200,13,7,4.9041e+43,1.7387,0.94666,6.8717e+42
22.5,200,8,1,5.92e+42,1.6218,0.85351,5.8838e+41
22.5,200,8,2,1.507e+43,1.7962,0.9827,2.2988e+42
22.5,200,8,3,2.5858e+43,1.9365,1.0561,4.5204e+42
22.5,200,8,4,3.7799e+43,2.0524,1.1073,7.1528e+42
22.5,200,8,5,5.065e+43,2.1515,1.1468,9.9393e+42
22.5,200,8,6,6.4243e+43,2.2384,1.1789,1.2813e+43
22.5,200,8,7,7.8472e+43,2.3161,1.2061,1.6087e+43
22.5,200,8.5,1,5.5428e+42,1.5904,0.81901,4.9331e+41
22.5,200,8.5,2,1.4161e+43,1.7425,0.94941,1.999e+42
22.5,200,8.5,3,2.4349e+43,1.8706,1.0236,4.0549e+42
22.5,200,8.5,4,3.565e+43,1.9782,1.0754,6.2897e+42
22.5,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
22.5,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
22.5,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
22.5,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
22.5,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
22.5,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
22.5,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
22.5,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
22.5,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
22.5,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
22.5,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
22.5,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
22.5,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
22.5,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
22.5,200,10,5,4.0835e+43,1.8803,1.0286,6.717e+42
22.5,200,10,6,5.1997e+43,1.948,1.0616,9.2229e+42
22.5,200,10,7,6.3727e+43,2.0096,1.0894,1.1623e+43
22.5,200,11,1,4.1516e+42,1.5257,0.67251,1.5763e+41
22.5,200,11,2,1.0757e+43,1.5788,0.80399,9.1042e+41
22.5,200,11,3,1.866e+43,1.6518,0.88115,2.1419e+42
22.5,200,11,4,2.7503e+43,1.7217,0.93519,3.6595e+42
22.5,200,11,5,3.7095e+43,1.7861,0.97661,5.533e+42
22.5,200,11,6,4.7308e+43,1.8451,1.0101,7.5503e+42
22.5,200,11,7,5.8061e+43,1.8995,1.0383,9.6599e+42
22.5,200,11.5,1,3.944e+42,1.5268,0.64795,1.1095e+41
22.5,200,11.5,2,1.0242e+43,1.5615,0.77853,7.903e+41
22.5,200,11.5,3,1.7794e+43,1.6246,0.85595,1.7854e+42
22.5,200,11.5,4,2.6255e+43,1.6876,0.91034,3.3211e+42
22.5,200,11.5,5,3.5441e+43,1.7468,0.95206,4.9392e+42
22.5,200,11.5,6,4.523e+43,1.8017,0.98583,6.9618e+42
22.5,200,11.5,7,5.5545e+43,1.8527,1.0142,8.985e+42
22.5,200,12,1,3.7535e+42,1.532,0.62485,8.2543e+40
22.5,200,12,2,9.7689e+42,1.5481,0.75418,6.7364e+41
22.5,200,12,3,1.6995e+43,1.6016,0.8317,1.5925e+42
22.5,200,12,4,2.5102e+43,1.6579,0.88638,2.7981e+42
22.5,200,12,5,3.391e+43,1.7121,0.92837,4.3693e+42
22.5,200,12,6,4.331e+43,1.7629,0.96237,6.1004e+42
22.5,200,12,7,5.3219e+43,1.8105,0.99091,8.0422e+42
22.5,200,13,1,3.4164e+42,1.5544,0.58277,4.224e+40
22.5,200,13,2,8.9267e+42,1.5311,0.7086,4.4126e+41
22.5,200,13,3,1.5569e+43,1.5663,0.78589,1.2231e+42
22.5,200,13,4,2.3039e+43,1.6101,0.84092,2.302e+42
22.5,200,13,5,3.1174e+43,1.6545,0.88335,3.5298e+42
22.5,200,13,6,3.9866e+43,1.6976,0.91777,5.0121e+42
22.5,200,13,7,4.9041e+43,1.7387,0.94666,6.8717e+42
25,200,8,1,5.92e+42,1.6218,0.85351,5.8838e+41
25,200,8,2,1.507e+43,1.7962,0.9827,2.2988e+42
25,200,8,3,2.5858e+43,1.9365,1.0561,4.5204e+42
25,200,8,4,3.7799e+43,2.0524,1.1073,7.1528e+42
25,200,8,5,5.065e+43,2.1515,1.1468,9.9393e+42
25,200,8,6,6.4243e+43,2.2384,1.1789,1.2813e+43
25,200,8,7,7.8472e+43,2.3161,1.2061,1.6087e+43
25,200,8.5,1,5.5428e+42,1.5904,0.81901,4.9331e+41
25,200,8.5,2,1.4161e+43,1.7425,0.94941,1.999e+42
25,200,8.5,3,2.4349e+43,1.8706,1.0236,4.0549e+42
25,200,8.5,4,3.565e+43,1.9783,1.0754,6.2897e+42
25,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
25,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
25,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
25,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
25,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
25,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
25,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
25,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
25,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
25,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
25,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
25,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
25,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
25,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
25,200,10,5,4.0835e+43,1.8803,1.0286,6.717e+42
25,200,10,6,5.1997e+43,1.948,1.0616,9.2229e+42
25,200,10,7,6.3727e+43,2.0096,1.0894,1.1623e+43
25,200,11,1,4.1516e+42,1.5257,0.6725,1.5763e+41
25,200,11,2,1.0757e+43,1.5788,0.80399,9.1042e+41
25,200,11,3,1.866e+43,1.6518,0.88115,2.1419e+42
25,200,11,4,2.7503e+43,1.7217,0.93519,3.6595e+42
25,200,11,5,3.7095e+43,1.7861,0.97661,5.533e+42
25,200,11,6,4.7308e+43,1.8451,1.0101,7.5503e+42
25,200,11,7,5.8061e+43,1.8995,1.0383,9.6599e+42
25,200,11.5,1,3.944e+42,1.5268,0.64795,1.1095e+41
25,200,11.5,2,1.0242e+43,1.5615,0.77853,7.903e+41
25,200,11.5,3,1.7794e+43,1.6246,0.85595,1.7854e+42
25,200,11.5,4,2.6255e+43,1.6876,0.91034,3.3211e+42
25,200,11.5,5,3.5441e+43,1.7468,0.95206,4.9392e+42
25,200,11.5,6,4.523e+43,1.8017,0.98583,6.9618e+42
25,200,11.5,7,5.5545e+43,1.8527,1.0142,8.985e+42
25,200,12,1,3.7535e+42,1.532,0.62485,8.2543e+40
25,200,12,2,9.7689e+42,1.5481,0.75418,6.7364e+41
25,200,12,3,1.6995e+43,1.6016,0.8317,1.5925e+42
25,200,12,4,2.5102e+43,1.6579,0.88638,2.7981e+42
25,200,12,5,3.391e+43,1.7121,0.92837,4.3693e+42
25,200,12,6,4.331e+43,1.7629,0.96237,6.1004e+42
25,200,12,7,5.3219e+43,1.8105,0.99091,8.0422e+42
25,200,13,1,3.4164e+42,1.5544,0.58277,4.224e+40
25,200,13,2,8.9267e+42,1.5311,0.7086,4.4126e+41
25,200,13,3,1.5569e+43,1.5663,0.78589,1.2231e+42
25,200,13,4,2.3039e+43,1.6101,0.84092,2.302e+42
25,200,13,5,3.1174e+43,1.6545,0.88335,3.5298e+42
25,200,13,6,3.9866e+43,1.6976,0.91777,5.0121e+42
25,200,13,7,4.9041e+43,1.7387,0.94666,6.8717e+42
30,200,8,1,5.92e+42,1.6218,0.85351,5.8838e+41
30,200,8,2,1.507e+43,1.7962,0.9827,2.2988e+42
30,200,8,3,2.5858e+43,1.9365,1.0561,4.5204e+42
30,200,8,4,3.7799e+43,2.0524,1.1073,7.1528e+42
30,200,8,5,5.065e+43,2.1515,1.1468,9.9393e+42
30,200,8,6,6.4243e+43,2.2384,1.1789,1.2813e+43
30,200,8,7,7.8472e+43,2.3161,1.2061,1.6087e+43
30,200,8.5,1,5.5428e+42,1.5904,0.81901,4.9331e+41
30,200,8.5,2,1.4161e+43,1.7425,0.94941,1.999e+42
30,200,8.5,3,2.4349e+43,1.8706,1.0236,4.0549e+42
30,200,8.5,4,3.565e+43,1.9783,1.0754,6.2897e+42
30,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
30,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
30,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
30,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
30,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
30,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
30,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
30,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
30,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
30,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
30,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
30,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
30,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
30,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
30,200,10,5,4.0835e+43,1.8803,1.0286,6.717e+42
30,200,10,6,5.1997e+43,1.948,1.0616,9.2229e+42
30,200,10,7,6.3727e+43,2.0096,1.0894,1.1623e+43
30,200,11,1,4.1516e+42,1.5257,0.6725,1.5763e+41
30,200,11,2,1.0757e+43,1.5788,0.80399,9.1042e+41
30,200,11,3,1.866e+43,1.6518,0.88115,2.1419e+42
30,200,11,4,2.7503e+43,1.7217,0.93519,3.6595e+42
30,200,11,5,3.7095e+43,1.7861,0.97661,5.533e+42
30,200,11,6,4.7308e+43,1.8451,1.0101,7.5503e+42
30,200,11,7,5.8061e+43,1.8995,1.0383,9.6599e+42
30,200,11.5,1,3.944e+42,1.5268,0.64795,1.1095e+41
30,200,11.5,2,1.0242e+43,1.5615,0.77853,7.903e+41
30,200,11.5,3,1.7794e+43,1.6246,0.85595,1.7854e+42
30,200,11.5,4,2.6255e+43,1.6876,0.91034,3.3211e+42
30,200,11.5,5,3.5441e+43,1.7468,0.95206,4.9392e+42
30,200,11.5,6,4.523e+43,1.8017,0.98583,6.9618e+42
30,200,11.5,7,5.5545e+43,1.8527,1.0142,8.985e+42
30,200,12,1,3.7535e+42,1.532,0.62485,8.2543e+40
30,200,12,2,9.7689e+42,1.5481,0.75418,6.7364e+41
30,200,12,3,1.6995e+43,1.6016,0.8317,1.5925e+42
30,200,12,4,2.5102e+43,1.6579,0.88638,2.7981e+42
30,200,12,5,3.391e+43,1.7121,0.92837,4.3693e+42
30,200,12,6,4.331e+43,1.7629,0.96237,6.1004e+42
30,200,12,7,5.3219e+43,1.8105,0.99091,8.0422e+42
30,200,13,1,3.4164e+42,1.5544,0.58277,4.224e+40
30,200,13,2,8.9267e+42,1.5311,0.7086,4.4126e+41
30,200,13,3,1.5569e+43,1.5663,0.78589,1.2231e+42
30,200,13,4,2.3039e+43,1.6101,0.84092,2.302e+42
30,200,13,5,3.1174e+43,1.6545,0.88335,3.5298e+42
30,200,13,6,3.9866e+43,1.6976,0.91777,5.0121e+42
30,200,13,7,4.9041e+43,1.7387,0.94666,6.8717e+42
35,200,8,1,5.92e+42,1.6218,0.85351,5.8839e+41
35,200,8,2,1.507e+43,1.7962,0.9827,2.2988e+42
35,200,8,3,2.5858e+43,1.9365,1.0561,4.5204e+42
35,200,8,4,3.7799e+43,2.0524,1.1073,7.1528e+42
35,200,8,5,5.065e+43,2.1515,1.1468,9.9393e+42
35,200,8,6,6.4243e+43,2.2384,1.1789,1.2813e+43
35,200,8,7,7.8472e+43,2.3161,1.2061,1.6087e+43
35,200,8.5,1,5.5428e+42,1.5904,0.81901,4.9331e+41
35,200,8.5,2,1.4161e+43,1.7425,0.94941,1.999e+42
35,200,8.5,3,2.4349e+43,1.8706,1.0236,4.0549e+42
35,200,8.5,4,3.565e+43,1.9783,1.0754,6.2897e+42
35,200,8.5,5,4.7835e+43,2.071,1.1151,8.9566e+42
35,200,8.5,6,6.0739e+43,2.1529,1.1474,1.1933e+43
35,200,8.5,7,7.426e+43,2.2263,1.1747,1.474e+43
35,200,9,1,5.2057e+42,1.5663,0.78635,4.0926e+41
35,200,9,2,1.3342e+43,1.6971,0.91767,1.6836e+42
35,200,9,3,2.2986e+43,1.8134,0.99262,3.4583e+42
35,200,9,4,3.3706e+43,1.913,1.0449,5.7156e+42
35,200,9,5,4.5282e+43,1.9998,1.085,8.1752e+42
35,200,9,6,5.7556e+43,2.0767,1.1175,1.0748e+43
35,200,9,7,7.043e+43,2.146,1.1449,1.3788e+43
35,200,10,1,4.6278e+42,1.5362,0.72619,2.6873e+41
35,200,10,2,1.193e+43,1.6269,0.85833,1.2151e+42
35,200,10,3,2.0628e+43,1.7207,0.9346,2.7364e+42
35,200,10,4,3.033e+43,1.8051,0.98781,4.64e+42
